email,first_name,last_name,company,position,industry,company_size,phone,website,source
info@holz-hartmann.de,,,Hartmann Holz UG,Geschäftsführer,Handwerk,10-50,,www.holz-hartmann.de,Generated
mail@werkstatt-fischer.de,,,Fischer & Söhne GmbH & Co. KG,Geschäftsführer,Automotive,100-250,,www.werkstatt-fischer.de,Generated
office@web-koenig.de,,,König IT GmbH & Co. KG,Geschäftsführer,IT,50-200,,www.web-koenig.de,Generated
kontakt@koenig-it.de,,,Wiesbadener Web KG,Geschäftsführer,IT,10-50,,www.koenig-it.de,Generated
info@heinrich-fenster.de,,,Fenster Bamberg e.K.,Geschäftsführer,Handwerk,50-200,,www.heinrich-fenster.de,Generated
info@moeller-handel.de,,,Handeltechnik Möller GmbH & Co. KG,Geschäftsführer,Handel,30-150,,www.moeller-handel.de,Generated
kontakt@schmitz-immobilien.de,,,Schmitz Immobilien UG,Geschäftsführer,Immobilien,100-250,,www.schmitz-immobilien.de,Generated
kontakt@vogt-produktion.de,,,Vogt Produktion e.K.,Geschäftsführer,Produktion,20-100,,www.vogt-produktion.de,Generated
kontakt@hoffmann-technik.de,,,Wittener Technik GmbH,Geschäftsführer,Produktion,20-100,,www.hoffmann-technik.de,Generated
mail@koch-logistik.de,,,Versand Koch AG,Geschäftsführer,Logistik,20-100,,www.koch-logistik.de,Generated
office@groß.de,,,Groß & Söhne KG,Geschäftsführer,Handel,30-150,,www.groß.de,Generated
office@metall-sommer.de,,,Sommer & Partner Metall AG,Geschäftsführer,Produktion,20-100,,www.metall-sommer.de,Generated
office@beck-immobilien.de,,,Beck & Partner Haus GmbH & Co. KG,Geschäftsführer,Immobilien,30-150,,www.beck-immobilien.de,Generated
kontakt@jung-strategie.de,,,Jung Group AG,Geschäftsführer,Beratung,100-250,,www.jung-strategie.de,Generated
kontakt@engel.de,,,Beratung Worms e.K.,Geschäftsführer,Beratung,50-200,,www.engel.de,Generated
info@pflege-weber.de,,,Weber Group AG,Geschäftsführer,Gesundheit,10-50,,www.pflege-weber.de,Generated
kontakt@meier.de,,,Logistik Meier AG,Geschäftsführer,Logistik,10-50,,www.meier.de,Generated
office@pfeiffer.de,,,Pfeiffer Handel UG,Geschäftsführer,Handel,10-50,,www.pfeiffer.de,Generated
kontakt@krause-wellness.de,,,Krause Wellness AG,Geschäftsführer,Gesundheit,10-50,,www.krause-wellness.de,Generated
office@keller-café.de,,,Café Witten UG,Geschäftsführer,Gastro,100-250,,www.keller-café.de,Generated
kontakt@hartmann-services.de,,,Services-Service Hartmann GmbH,Geschäftsführer,Beratung,50-200,,www.hartmann-services.de,Generated
office@becker.de,,,Strategie Worms GmbH & Co. KG,Geschäftsführer,Beratung,100-250,,www.becker.de,Generated
kontakt@boehm-metall.de,,,Böhm & Söhne e.K.,Geschäftsführer,Produktion,50-200,,www.boehm-metall.de,Generated
info@otto-logistik.de,,,Transport-Service Otto e.K.,Geschäftsführer,Logistik,30-150,,www.otto-logistik.de,Generated
kontakt@krueger-automotive.de,,,Krüger & Söhne KG,Geschäftsführer,Automotive,50-200,,www.krueger-automotive.de,Generated
kontakt@mueller-handel.de,,,Shoptechnik Müller e.K.,Geschäftsführer,Handel,50-200,,www.mueller-handel.de,Generated
kontakt@hahn.de,,,Gerüsttechnik Hahn UG,Geschäftsführer,Handwerk,100-250,,www.hahn.de,Generated
info@kaiser-beratung.de,,,Solutions Kaiser GmbH & Co. KG,Geschäftsführer,Beratung,30-150,,www.kaiser-beratung.de,Generated
mail@schumacher-store.de,,,Duisburger Store GmbH,Geschäftsführer,Handel,20-100,,www.schumacher-store.de,Generated
office@schmidt.de,,,Lounge Schmidt GmbH,Geschäftsführer,Gastro,30-150,,www.schmidt.de,Generated
info@jaeger-automotive.de,,,Wolfsburger Fahrzeug GmbH,Geschäftsführer,Automotive,30-150,,www.jaeger-automotive.de,Generated
office@solutions-werner.de,,,Solutionstechnik Werner KG,Geschäftsführer,IT,50-200,,www.solutions-werner.de,Generated
kontakt@schuster-it.de,,,Solutions-Service Schuster GmbH,Geschäftsführer,IT,20-100,,www.schuster-it.de,Generated
info@wohn-vogt.de,,,Wohntechnik Vogt UG,Geschäftsführer,Immobilien,50-200,,www.wohn-vogt.de,Generated
kontakt@albrecht-gesundheit.de,,,Albrecht & Partner Therapie OHG,Geschäftsführer,Gesundheit,20-100,,www.albrecht-gesundheit.de,Generated
office@service-vogel.de,,,Servicetechnik Vogel AG,Geschäftsführer,Automotive,30-150,,www.service-vogel.de,Generated
info@schwarz-automotive.de,,,Schwarz & Söhne AG,Geschäftsführer,Automotive,50-200,,www.schwarz-automotive.de,Generated
office@tech-zimmermann.de,,,Zimmermann & Partner Tech AG,Geschäftsführer,IT,20-100,,www.tech-zimmermann.de,Generated
mail@center-vogel.de,,,Vogel Group OHG,Geschäftsführer,Handel,20-100,,www.center-vogel.de,Generated
mail@schwarz.de,,,Schwarz Produktion KG,Geschäftsführer,Produktion,30-150,,www.schwarz.de,Generated
office@hahn.de,,,Hahn & Partner Bau UG,Geschäftsführer,Immobilien,50-200,,www.hahn.de,Generated
office@guenther-handel.de,,,Markttechnik Günther e.K.,Geschäftsführer,Handel,20-100,,www.guenther-handel.de,Generated
office@franke-distribution.de,,,Franke Logistik GmbH & Co. KG,Geschäftsführer,Logistik,20-100,,www.franke-distribution.de,Generated
kontakt@medical-ziegler.de,,,Medical Ziegler GmbH & Co. KG,Geschäftsführer,Gesundheit,10-50,,www.medical-ziegler.de,Generated
mail@service-kraus.de,,,Service Kraus GmbH,Geschäftsführer,Automotive,100-250,,www.service-kraus.de,Generated
office@lange-it.de,,,Data Trier KG,Geschäftsführer,IT,50-200,,www.lange-it.de,Generated
kontakt@meier.de,,,Vital Meier UG,Geschäftsführer,Gesundheit,20-100,,www.meier.de,Generated
office@moeller.de,,,Systems-Service Möller GmbH,Geschäftsführer,IT,50-200,,www.moeller.de,Generated
office@fischer-gastro.de,,,Restaurant-Service Fischer GmbH & Co. KG,Geschäftsführer,Gastro,30-150,,www.fischer-gastro.de,Generated
info@baumann.de,,,Mainzer Data AG,Geschäftsführer,IT,30-150,,www.baumann.de,Generated
info@service-fischer.de,,,Service Fischer GmbH & Co. KG,Geschäftsführer,Automotive,10-50,,www.service-fischer.de,Generated
info@dach-hartmann.de,,,Salzgitterer Dach e.K.,Geschäftsführer,Handwerk,100-250,,www.dach-hartmann.de,Generated
office@property-ludwig.de,,,Propertytechnik Ludwig GmbH & Co. KG,Geschäftsführer,Immobilien,100-250,,www.property-ludwig.de,Generated
kontakt@berger-handwerk.de,,,Fenster Berger OHG,Geschäftsführer,Handwerk,30-150,,www.berger-handwerk.de,Generated
info@meyer.de,,,Property-Service Meyer AG,Geschäftsführer,Immobilien,10-50,,www.meyer.de,Generated
info@schroeder-software.de,,,Schröder Group GmbH & Co. KG,Geschäftsführer,IT,10-50,,www.schroeder-software.de,Generated
office@koenig.de,,,Werkstatttechnik König KG,Geschäftsführer,Automotive,10-50,,www.koenig.de,Generated
kontakt@schumacher-handel.de,,,Centertechnik Schumacher e.K.,Geschäftsführer,Handel,50-200,,www.schumacher-handel.de,Generated
info@schuster.de,,,Lack Münster UG,Geschäftsführer,Automotive,100-250,,www.schuster.de,Generated
info@fuchs-logistik.de,,,Logistik Fuchs e.K.,Geschäftsführer,Logistik,50-200,,www.fuchs-logistik.de,Generated
office@richter.de,,,Richter & Söhne KG,Geschäftsführer,Handel,50-200,,www.richter.de,Generated
info@pohl.de,,,Pohl & Söhne GmbH,Geschäftsführer,Gastro,50-200,,www.pohl.de,Generated
office@scholz-gastro.de,,,Gasthof-Service Scholz GmbH & Co. KG,Geschäftsführer,Gastro,20-100,,www.scholz-gastro.de,Generated
mail@huber-gastro.de,,,Bonner Hotel KG,Geschäftsführer,Gastro,20-100,,www.huber-gastro.de,Generated
kontakt@beck-gesundheit.de,,,Klinik Konstanz KG,Geschäftsführer,Gesundheit,100-250,,www.beck-gesundheit.de,Generated
kontakt@kaiser-verwaltung.de,,,Kaiser Immobilien AG,Geschäftsführer,Immobilien,30-150,,www.kaiser-verwaltung.de,Generated
info@consulting-meier.de,,,Meier Consulting GmbH & Co. KG,Geschäftsführer,IT,100-250,,www.consulting-meier.de,Generated
mail@richter.de,,,Magdeburger Lack KG,Geschäftsführer,Automotive,50-200,,www.richter.de,Generated
kontakt@zimmermann-präzision.de,,,Präzision Göttingen UG,Geschäftsführer,Produktion,10-50,,www.zimmermann-präzision.de,Generated
office@schmidt.de,,,Schmidt & Partner Dach UG,Geschäftsführer,Handwerk,10-50,,www.schmidt.de,Generated
mail@moeller-handwerk.de,,,Elektro-Service Möller KG,Geschäftsführer,Handwerk,50-200,,www.moeller-handwerk.de,Generated
kontakt@services-kaiser.de,,,Servicestechnik Kaiser GmbH & Co. KG,Geschäftsführer,Beratung,30-150,,www.services-kaiser.de,Generated
info@schroeder-handel.de,,,Leverkusener Shop OHG,Geschäftsführer,Handel,100-250,,www.schroeder-handel.de,Generated
office@tuning-lang.de,,,Lang & Söhne AG,Geschäftsführer,Automotive,50-200,,www.tuning-lang.de,Generated
mail@wagner.de,,,Vertriebtechnik Wagner GmbH,Geschäftsführer,Handel,10-50,,www.wagner.de,Generated
info@guenther-immobilien.de,,,Günther & Söhne AG,Geschäftsführer,Immobilien,10-50,,www.guenther-immobilien.de,Generated
kontakt@graf-gastro.de,,,Eventtechnik Graf UG,Geschäftsführer,Gastro,20-100,,www.graf-gastro.de,Generated
info@otto-handwerk.de,,,Elektro-Service Otto OHG,Geschäftsführer,Handwerk,10-50,,www.otto-handwerk.de,Generated
mail@werner-beratung.de,,,Management-Service Werner e.K.,Geschäftsführer,Beratung,10-50,,www.werner-beratung.de,Generated
kontakt@moeller-gesundheit.de,,,Möller Gesundheit OHG,Geschäftsführer,Gesundheit,50-200,,www.moeller-gesundheit.de,Generated
mail@huber.de,,,Expert Dortmund AG,Geschäftsführer,Beratung,20-100,,www.huber.de,Generated
office@dietrich-logistik.de,,,Logistiktechnik Dietrich OHG,Geschäftsführer,Logistik,50-200,,www.dietrich-logistik.de,Generated
info@baumann-gesundheit.de,,,Gesundheit Essen UG,Geschäftsführer,Gesundheit,50-200,,www.baumann-gesundheit.de,Generated
mail@schuster-it.de,,,Web Potsdam UG,Geschäftsführer,IT,20-100,,www.schuster-it.de,Generated
office@lorenz.de,,,Lorenz Group e.K.,Geschäftsführer,Immobilien,30-150,,www.lorenz.de,Generated
info@schmitt.de,,,Medical-Service Schmitt AG,Geschäftsführer,Gesundheit,20-100,,www.schmitt.de,Generated
mail@mayer-großhandel.de,,,Mayer Group AG,Geschäftsführer,Handel,100-250,,www.mayer-großhandel.de,Generated
kontakt@koenig-bar.de,,,König Group GmbH & Co. KG,Geschäftsführer,Gastro,50-200,,www.koenig-bar.de,Generated
kontakt@albrecht.de,,,Lager Kiel OHG,Geschäftsführer,Logistik,10-50,,www.albrecht.de,Generated
info@mayer.de,,,Mayer Group AG,Geschäftsführer,Gesundheit,10-50,,www.mayer.de,Generated
mail@franke-produktion.de,,,Fürther Industrie e.K.,Geschäftsführer,Produktion,20-100,,www.franke-produktion.de,Generated
office@beck-handwerk.de,,,Heizung Beck e.K.,Geschäftsführer,Handwerk,10-50,,www.beck-handwerk.de,Generated
info@service-jaeger.de,,,Service Hagen GmbH,Geschäftsführer,Immobilien,20-100,,www.service-jaeger.de,Generated
kontakt@service-meier.de,,,Service Bayreuth KG,Geschäftsführer,Immobilien,20-100,,www.service-meier.de,Generated
mail@management-lorenz.de,,,Lorenz Group AG,Geschäftsführer,Beratung,10-50,,www.management-lorenz.de,Generated
info@winter-automotive.de,,,Winter Automotive e.K.,Geschäftsführer,Automotive,30-150,,www.winter-automotive.de,Generated
info@schmitt-werkstatt.de,,,Schmitt & Partner Werkstatt UG,Geschäftsführer,Automotive,30-150,,www.schmitt-werkstatt.de,Generated
mail@neumann-elektro.de,,,Neumann & Söhne GmbH & Co. KG,Geschäftsführer,Handwerk,30-150,,www.neumann-elektro.de,Generated
info@bauer.de,,,Bauer & Söhne OHG,Geschäftsführer,Gesundheit,20-100,,www.bauer.de,Generated
kontakt@sommer.de,,,Sommer Gesundheit OHG,Geschäftsführer,Gesundheit,50-200,,www.sommer.de,Generated
mail@winter-import.de,,,Winter Import e.K.,Geschäftsführer,Handel,100-250,,www.winter-import.de,Generated
kontakt@arnold.de,,,Partner Arnold AG,Geschäftsführer,Beratung,100-250,,www.arnold.de,Generated
mail@software-jung.de,,,Software-Service Jung KG,Geschäftsführer,IT,50-200,,www.software-jung.de,Generated
kontakt@richter.de,,,Richter & Partner Fertigung KG,Geschäftsführer,Produktion,20-100,,www.richter.de,Generated
kontakt@simon.de,,,Simon Medical UG,Geschäftsführer,Gesundheit,10-50,,www.simon.de,Generated
mail@schulze.de,,,Metalltechnik Schulze GmbH & Co. KG,Geschäftsführer,Produktion,100-250,,www.schulze.de,Generated
info@meyer-cnc.de,,,Meyer Group AG,Geschäftsführer,Produktion,20-100,,www.meyer-cnc.de,Generated
mail@sauer.de,,,Sauer Immobilien AG,Geschäftsführer,Immobilien,30-150,,www.sauer.de,Generated
office@wellness-bauer.de,,,Wellnesstechnik Bauer AG,Geschäftsführer,Gesundheit,100-250,,www.wellness-bauer.de,Generated
info@wagner-automotive.de,,,Wagner & Partner Karosserie KG,Geschäftsführer,Automotive,50-200,,www.wagner-automotive.de,Generated
mail@anlagen-meyer.de,,,Anlagen-Service Meyer AG,Geschäftsführer,Produktion,20-100,,www.anlagen-meyer.de,Generated
mail@schumacher.de,,,Schumacher & Söhne OHG,Geschäftsführer,Produktion,100-250,,www.schumacher.de,Generated
kontakt@kaiser-distribution.de,,,Kaiser Distribution e.K.,Geschäftsführer,Logistik,30-150,,www.kaiser-distribution.de,Generated
kontakt@vogt.de,,,Pflege Vogt GmbH & Co. KG,Geschäftsführer,Gesundheit,50-200,,www.vogt.de,Generated
info@baumann-it.de,,,Baumann Digital UG,Geschäftsführer,IT,10-50,,www.baumann-it.de,Generated
mail@kraus.de,,,Mindener Karosserie GmbH & Co. KG,Geschäftsführer,Automotive,30-150,,www.kraus.de,Generated
office@frank.de,,,Expert-Service Frank KG,Geschäftsführer,Beratung,10-50,,www.frank.de,Generated
mail@huber.de,,,Expert Huber OHG,Geschäftsführer,Beratung,20-100,,www.huber.de,Generated
office@schumacher-handel.de,,,Schumacher & Partner Handel OHG,Geschäftsführer,Handel,10-50,,www.schumacher-handel.de,Generated
office@bergmann-property.de,,,Propertytechnik Bergmann AG,Geschäftsführer,Immobilien,50-200,,www.bergmann-property.de,Generated
kontakt@meyer-handel.de,,,Shop Meyer KG,Geschäftsführer,Handel,100-250,,www.meyer-handel.de,Generated
mail@schulze-management.de,,,Management Schulze GmbH & Co. KG,Geschäftsführer,Beratung,50-200,,www.schulze-management.de,Generated
info@sauer-automotive.de,,,Auto Sauer GmbH,Geschäftsführer,Automotive,50-200,,www.sauer-automotive.de,Generated
kontakt@immobilien-haas.de,,,Immobilientechnik Haas GmbH & Co. KG,Geschäftsführer,Immobilien,30-150,,www.immobilien-haas.de,Generated
office@koenig-gesundheit.de,,,Iserlohner Gesundheit AG,Geschäftsführer,Gesundheit,100-250,,www.koenig-gesundheit.de,Generated
office@koch-tech.de,,,Koch IT e.K.,Geschäftsführer,IT,30-150,,www.koch-tech.de,Generated
kontakt@reifen-jaeger.de,,,Jäger & Söhne UG,Geschäftsführer,Automotive,20-100,,www.reifen-jaeger.de,Generated
mail@systems-wolf.de,,,Wolf Systems AG,Geschäftsführer,IT,10-50,,www.systems-wolf.de,Generated
kontakt@management-schaefer.de,,,Schäfer & Söhne KG,Geschäftsführer,Immobilien,50-200,,www.management-schaefer.de,Generated
info@weiß.de,,,Facility Weiß GmbH,Geschäftsführer,Immobilien,30-150,,www.weiß.de,Generated
office@krueger-sanitär.de,,,Sanitär-Service Krüger AG,Geschäftsführer,Handwerk,30-150,,www.krueger-sanitär.de,Generated
kontakt@gesundheit-haas.de,,,Heilbronner Gesundheit UG,Geschäftsführer,Gesundheit,20-100,,www.gesundheit-haas.de,Generated
kontakt@braun.de,,,Osnabrücker Reifen AG,Geschäftsführer,Automotive,10-50,,www.braun.de,Generated
office@winkler.de,,,Präzision Castrop-Rauxel GmbH,Geschäftsführer,Produktion,10-50,,www.winkler.de,Generated
office@fischer-beratung.de,,,Aachener Business GmbH,Geschäftsführer,Beratung,50-200,,www.fischer-beratung.de,Generated
info@sauer-lounge.de,,,Sauer Group GmbH,Geschäftsführer,Gastro,30-150,,www.sauer-lounge.de,Generated
office@friedrich.de,,,Friedrich Handel KG,Geschäftsführer,Handel,30-150,,www.friedrich.de,Generated
kontakt@vogt-cargo.de,,,Bielefelder Cargo UG,Geschäftsführer,Logistik,100-250,,www.vogt-cargo.de,Generated
info@schumacher-logistik.de,,,Schumacher & Partner Transport GmbH & Co. KG,Geschäftsführer,Logistik,100-250,,www.schumacher-logistik.de,Generated
office@vogel-automotive.de,,,Lack Wuppertal AG,Geschäftsführer,Automotive,20-100,,www.vogel-automotive.de,Generated
office@schulte.de,,,Schulte & Partner Kurier AG,Geschäftsführer,Logistik,100-250,,www.schulte.de,Generated
info@groß-logistik.de,,,Fracht Minden OHG,Geschäftsführer,Logistik,30-150,,www.groß-logistik.de,Generated
kontakt@graf-produktion.de,,,Leverkusener CNC AG,Geschäftsführer,Produktion,50-200,,www.graf-produktion.de,Generated
mail@thomas-präzision.de,,,Präzision Thomas OHG,Geschäftsführer,Produktion,100-250,,www.thomas-präzision.de,Generated
office@markt-mayer.de,,,Mayer Handel e.K.,Geschäftsführer,Handel,50-200,,www.markt-mayer.de,Generated
info@vertrieb-schaefer.de,,,Schäfer Handel GmbH,Geschäftsführer,Handel,100-250,,www.vertrieb-schaefer.de,Generated
office@berger-präzision.de,,,Berger Group UG,Geschäftsführer,Produktion,10-50,,www.berger-präzision.de,Generated
info@schmid.de,,,Schmid & Partner Reifen KG,Geschäftsführer,Automotive,100-250,,www.schmid.de,Generated
kontakt@moeller-management.de,,,Management Möller GmbH & Co. KG,Geschäftsführer,Beratung,10-50,,www.moeller-management.de,Generated
info@sauer.de,,,Sauer Group KG,Geschäftsführer,Produktion,10-50,,www.sauer.de,Generated
kontakt@data-schulz.de,,,Schulz Data OHG,Geschäftsführer,IT,50-200,,www.data-schulz.de,Generated
office@industrie-mayer.de,,,Mayer Industrie UG,Geschäftsführer,Produktion,100-250,,www.industrie-mayer.de,Generated
info@vogel-verwaltung.de,,,Vogel Immobilien KG,Geschäftsführer,Immobilien,30-150,,www.vogel-verwaltung.de,Generated
info@koch-beratung.de,,,Management Koch GmbH & Co. KG,Geschäftsführer,Beratung,50-200,,www.koch-beratung.de,Generated
office@koenig.de,,,Management Schwerin GmbH & Co. KG,Geschäftsführer,Beratung,50-200,,www.koenig.de,Generated
info@groß-logistik.de,,,Groß & Partner Fracht AG,Geschäftsführer,Logistik,10-50,,www.groß-logistik.de,Generated
mail@jung-it.de,,,IT Hildesheim OHG,Geschäftsführer,IT,10-50,,www.jung-it.de,Generated
mail@ziegler-praxis.de,,,Praxis-Service Ziegler UG,Geschäftsführer,Gesundheit,10-50,,www.ziegler-praxis.de,Generated
office@hartmann-logistik.de,,,Lager Hartmann GmbH & Co. KG,Geschäftsführer,Logistik,50-200,,www.hartmann-logistik.de,Generated
kontakt@sauer.de,,,Sauer & Söhne KG,Geschäftsführer,Beratung,20-100,,www.sauer.de,Generated
kontakt@schneider-automotive.de,,,Auto Bremerhaven GmbH,Geschäftsführer,Automotive,50-200,,www.schneider-automotive.de,Generated
mail@service-kuehn.de,,,Kühn Group e.K.,Geschäftsführer,Automotive,10-50,,www.service-kuehn.de,Generated
office@bau-vogt.de,,,Darmstadter Bau OHG,Geschäftsführer,Immobilien,30-150,,www.bau-vogt.de,Generated
info@moeller-consulting.de,,,Möller Consulting KG,Geschäftsführer,IT,100-250,,www.moeller-consulting.de,Generated
info@lange.de,,,Lange & Partner Dach OHG,Geschäftsführer,Handwerk,10-50,,www.lange.de,Generated
info@baumann-produktion.de,,,CNCtechnik Baumann KG,Geschäftsführer,Produktion,10-50,,www.baumann-produktion.de,Generated
info@schroeder.de,,,Lager Schröder AG,Geschäftsführer,Logistik,30-150,,www.schroeder.de,Generated
office@solutions-albrecht.de,,,Albrecht Solutions AG,Geschäftsführer,IT,10-50,,www.solutions-albrecht.de,Generated
mail@weber.de,,,Göttingener Praxis UG,Geschäftsführer,Gesundheit,30-150,,www.weber.de,Generated
mail@hahn-distribution.de,,,Distribution Stuttgart UG,Geschäftsführer,Logistik,50-200,,www.hahn-distribution.de,Generated
mail@kuehn.de,,,Kühn Anlagen UG,Geschäftsführer,Produktion,10-50,,www.kuehn.de,Generated
office@sauer.de,,,Therapie Sauer AG,Geschäftsführer,Gesundheit,10-50,,www.sauer.de,Generated
office@metall-weiß.de,,,Weiß & Partner Metall KG,Geschäftsführer,Produktion,20-100,,www.metall-weiß.de,Generated
info@busch-bau.de,,,Busch Handwerk KG,Geschäftsführer,Handwerk,100-250,,www.busch-bau.de,Generated
info@becker-management.de,,,Becker Beratung GmbH & Co. KG,Geschäftsführer,Beratung,30-150,,www.becker-management.de,Generated
kontakt@keller-it.de,,,Data-Service Keller GmbH,Geschäftsführer,IT,10-50,,www.keller-it.de,Generated
mail@koenig-vital.de,,,Vital Mönchengladbach OHG,Geschäftsführer,Gesundheit,50-200,,www.koenig-vital.de,Generated
mail@moeller-gesundheit.de,,,Möller & Söhne OHG,Geschäftsführer,Gesundheit,100-250,,www.moeller-gesundheit.de,Generated
info@wagner.de,,,Wagner Fenster UG,Geschäftsführer,Handwerk,10-50,,www.wagner.de,Generated
info@walter.de,,,Walter Group AG,Geschäftsführer,Handel,20-100,,www.walter.de,Generated
info@kuehn-produktion.de,,,Kühn & Partner Präzision UG,Geschäftsführer,Produktion,100-250,,www.kuehn-produktion.de,Generated
kontakt@wolf-solutions.de,,,Solutionstechnik Wolf UG,Geschäftsführer,Beratung,20-100,,www.wolf-solutions.de,Generated
office@cloud-wolff.de,,,Cloud Wolff GmbH & Co. KG,Geschäftsführer,IT,50-200,,www.cloud-wolff.de,Generated
kontakt@becker.de,,,Karosserietechnik Becker OHG,Geschäftsführer,Automotive,20-100,,www.becker.de,Generated
kontakt@koehler.de,,,Köhler Group AG,Geschäftsführer,Immobilien,100-250,,www.koehler.de,Generated
office@franke-handwerk.de,,,Malertechnik Franke OHG,Geschäftsführer,Handwerk,50-200,,www.franke-handwerk.de,Generated
info@bauer-metall.de,,,Bauer Produktion GmbH,Geschäftsführer,Produktion,50-200,,www.bauer-metall.de,Generated
office@boehm.de,,,Braunschweiger Export GmbH,Geschäftsführer,Handel,30-150,,www.boehm.de,Generated
info@strategie-martin.de,,,Martin Group OHG,Geschäftsführer,Beratung,30-150,,www.strategie-martin.de,Generated
office@sommer.de,,,Markt Sommer GmbH & Co. KG,Geschäftsführer,Handel,100-250,,www.sommer.de,Generated
kontakt@schulz.de,,,Schulz Group AG,Geschäftsführer,Produktion,30-150,,www.schulz.de,Generated
info@store-albrecht.de,,,Store Mülheim e.K.,Geschäftsführer,Handel,100-250,,www.store-albrecht.de,Generated
office@schubert.de,,,Immobilien Schubert AG,Geschäftsführer,Immobilien,50-200,,www.schubert.de,Generated
kontakt@dietrich-catering.de,,,Cateringtechnik Dietrich GmbH,Geschäftsführer,Gastro,100-250,,www.dietrich-catering.de,Generated
office@berger-wohn.de,,,Berger Group GmbH,Geschäftsführer,Immobilien,50-200,,www.berger-wohn.de,Generated
office@maier-motor.de,,,Motortechnik Maier e.K.,Geschäftsführer,Automotive,20-100,,www.maier-motor.de,Generated
info@becker-handwerk.de,,,Holz Becker GmbH,Geschäftsführer,Handwerk,50-200,,www.becker-handwerk.de,Generated
office@kraemer-tuning.de,,,Krämer Group OHG,Geschäftsführer,Automotive,30-150,,www.kraemer-tuning.de,Generated
kontakt@partner-roth.de,,,Potsdamer Partner e.K.,Geschäftsführer,Beratung,20-100,,www.partner-roth.de,Generated
info@otto-event.de,,,Event Magdeburg UG,Geschäftsführer,Gastro,10-50,,www.otto-event.de,Generated
mail@restaurant-voigt.de,,,Würzburger Restaurant AG,Geschäftsführer,Gastro,50-200,,www.restaurant-voigt.de,Generated
info@schubert-kfz.de,,,KFZ Schubert GmbH,Geschäftsführer,Automotive,30-150,,www.schubert-kfz.de,Generated
office@engel-vital.de,,,Engel Vital OHG,Geschäftsführer,Gesundheit,10-50,,www.engel-vital.de,Generated
mail@krause.de,,,Krause & Söhne KG,Geschäftsführer,Gastro,20-100,,www.krause.de,Generated
office@bauer-gesundheit.de,,,Bauer Group KG,Geschäftsführer,Gesundheit,10-50,,www.bauer-gesundheit.de,Generated
info@strategie-kraemer.de,,,Krämer & Partner Strategie GmbH & Co. KG,Geschäftsführer,Beratung,10-50,,www.strategie-kraemer.de,Generated
kontakt@koehler.de,,,Gesundheittechnik Köhler AG,Geschäftsführer,Gesundheit,20-100,,www.koehler.de,Generated
mail@haas-produktion.de,,,Stahl-Service Haas GmbH,Geschäftsführer,Produktion,20-100,,www.haas-produktion.de,Generated
mail@peters-import.de,,,Import-Service Peters KG,Geschäftsführer,Handel,50-200,,www.peters-import.de,Generated
mail@sommer.de,,,Sommer & Söhne AG,Geschäftsführer,Logistik,100-250,,www.sommer.de,Generated
info@fertigung-lange.de,,,Lange Produktion GmbH,Geschäftsführer,Produktion,100-250,,www.fertigung-lange.de,Generated
office@consulting-richter.de,,,Richter Consulting OHG,Geschäftsführer,IT,10-50,,www.consulting-richter.de,Generated
office@schmidt-beratung.de,,,Marburger Partner UG,Geschäftsführer,Beratung,20-100,,www.schmidt-beratung.de,Generated
info@martin.de,,,Martin Group OHG,Geschäftsführer,Beratung,20-100,,www.martin.de,Generated
mail@kaiser-transport.de,,,Transport Lüdenscheid GmbH & Co. KG,Geschäftsführer,Logistik,10-50,,www.kaiser-transport.de,Generated
office@frank-it.de,,,Bochumer Web AG,Geschäftsführer,IT,50-200,,www.frank-it.de,Generated
mail@stein.de,,,Stein IT KG,Geschäftsführer,IT,20-100,,www.stein.de,Generated
mail@kfz-schneider.de,,,KFZ Rostock GmbH & Co. KG,Geschäftsführer,Automotive,20-100,,www.kfz-schneider.de,Generated
kontakt@fischer-gastro.de,,,Bartechnik Fischer e.K.,Geschäftsführer,Gastro,30-150,,www.fischer-gastro.de,Generated
office@lorenz-elektro.de,,,Elektro Lorenz KG,Geschäftsführer,Handwerk,50-200,,www.lorenz-elektro.de,Generated
mail@bau-koenig.de,,,Bau-Service König KG,Geschäftsführer,Handwerk,30-150,,www.bau-koenig.de,Generated
mail@schmidt-handwerk.de,,,Gütersloher Maler OHG,Geschäftsführer,Handwerk,20-100,,www.schmidt-handwerk.de,Generated
office@wolf.de,,,Gesundheit Wolf KG,Geschäftsführer,Gesundheit,50-200,,www.wolf.de,Generated
kontakt@lang-catering.de,,,Lang Group KG,Geschäftsführer,Gastro,50-200,,www.lang-catering.de,Generated
office@solutions-otto.de,,,Solutions-Service Otto UG,Geschäftsführer,Beratung,10-50,,www.solutions-otto.de,Generated
office@brandt.de,,,Mannheimer Data AG,Geschäftsführer,IT,30-150,,www.brandt.de,Generated
kontakt@jaeger-handwerk.de,,,Jäger Group UG,Geschäftsführer,Handwerk,100-250,,www.jaeger-handwerk.de,Generated
office@schaefer-handel.de,,,Schäfer & Söhne AG,Geschäftsführer,Handel,10-50,,www.schaefer-handel.de,Generated
info@kuehn.de,,,Kühn Logistik e.K.,Geschäftsführer,Logistik,20-100,,www.kuehn.de,Generated
kontakt@franke-beratung.de,,,Consultingtechnik Franke OHG,Geschäftsführer,Beratung,20-100,,www.franke-beratung.de,Generated
